Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
90310003,E05,9009130,Medical Incident,01/31/2009,01/30/2009,01/31/2009 12:10:01 AM,01/31/2009 12:13:42 AM,01/31/2009 12:13:54 AM,01/31/2009 12:15:08 AM,01/31/2009 12:17:18 AM,,,Other,01/31/2009 12:21:47 AM,STEINER ST/EDDY ST,SF,94115.0,B05,5,3624,3,3,3,False,,1,ENGINE,1.0,5.0,5.0,Western Addition,090310003-E05,POINT (-122.433975 37.78122),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39.0
192170002,B10,19092027,Traffic Collision,08/05/2019,08/04/2019,08/05/2019 12:01:33 AM,08/05/2019 12:01:33 AM,08/05/2019 12:02:42 AM,08/05/2019 12:03:49 AM,08/05/2019 12:07:08 AM,,,Patient Declined Transport,08/05/2019 12:16:03 AM,PRINCETON ST/SILLIMAN ST,San Francisco,94134.0,B09,42.0,6354,B,3,3,False,Potentially Life-Threatening,1,CHIEF,3.0,9.0,9.0,Excelsior,192170002-B10,POINT (-122.41595 37.728397),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7.0
221092194,RC4,22049825,Medical Incident,04/19/2022,04/19/2022,04/19/2022 05:07:28 PM,04/19/2022 05:07:28 PM,04/19/2022 05:07:28 PM,04/19/2022 05:07:28 PM,04/19/2022 05:07:28 PM,,,No Merit,04/19/2022 05:08:03 PM,FRANCE AVE/MOSCOW ST,San Francisco,94134.0,B09,43,6161,2,3,3,True,Potentially Life-Threatening,1,RESCUE CAPTAIN,2.0,9.0,11.0,Excelsior,221092194-RC4,POINT (-122.43115 37.716595),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7.0
90330185,E06,9009865,Alarms,02/02/2009,02/02/2009,02/02/2009 12:48:43 PM,02/02/2009 12:50:00 PM,02/02/2009 12:50:26 PM,02/02/2009 12:51:22 PM,02/02/2009 12:53:18 PM,,,Other,02/02/2009 12:56:33 PM,SPARROW ST/CALEDONIA ST,SF,94103.0,B02,6,5226,3,3,3,True,,1,ENGINE,1.0,2.0,9.0,Mission,090330185-E06,POINT (-122.421455 37.76575),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
90730090,79,9021435,Medical Incident,03/14/2009,03/13/2009,03/14/2009 07:46:40 AM,03/14/2009 07:47:55 AM,03/14/2009 07:48:19 AM,03/14/2009 07:48:53 AM,03/14/2009 07:56:11 AM,,,Patient Declined Transport,03/14/2009 08:28:05 AM,VALENCIA ST/15TH ST,SF,94103.0,B02,6.0,5226.0,2,2,2,True,,1,MEDIC,1.0,2.0,9.0,Mission,090730090-79,POINT (-122.42204 37.76654),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
162613747,E04,16103076,Medical Incident,09/17/2016,09/17/2016,09/17/2016 09:39:56 PM,09/17/2016 09:39:56 PM,09/17/2016 09:40:22 PM,09/17/2016 09:42:39 PM,09/17/2016 09:43:29 PM,,,Code 2 Transport,09/17/2016 09:56:03 PM,04TH ST/LONG BRIDGE ST,San Francisco,94158.0,B03,4.0,2162.0,3,3,3,False,Potentially Life-Threatening,1,ENGINE,1.0,3.0,6.0,Mission Bay,162613747-E04,POINT (-122.39143 37.773468),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4.0
42080358,E03,4058168,Medical Incident,07/26/2004,07/26/2004,07/26/2004 08:34:29 PM,07/26/2004 08:35:52 PM,07/26/2004 08:36:11 PM,07/26/2004 08:37:29 PM,07/26/2004 08:39:13 PM,,,Other,07/26/2004 08:42:09 PM,GEARY ST/TAYLOR ST,SF,94102.0,B01,03,1462,3,3,3,True,,1,ENGINE,2.0,1.0,3.0,Tenderloin,042080358-E03,POINT (-122.411514 37.78694),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
132220154,T09,13074935,Alarms,08/10/2013,08/10/2013,08/10/2013 10:47:12 AM,08/10/2013 10:48:34 AM,08/10/2013 10:49:14 AM,08/10/2013 10:50:45 AM,08/10/2013 10:53:22 AM,,,Other,08/10/2013 11:25:30 AM,BAY SHORE BLVD/COSGROVE ST,SF,94110.0,B10,42,6374,3,3,3,False,Alarm,1,TRUCK,2.0,10.0,9.0,Bayview Hunters Point,132220154-T09,POINT (-122.40584 37.742393),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,2.0
122050356,B08,12068323,Alarms,07/23/2012,07/23/2012,07/23/2012 10:35:16 PM,07/23/2012 10:37:10 PM,07/23/2012 10:37:28 PM,,07/23/2012 10:38:50 PM,,,Other,07/23/2012 10:54:49 PM,AMBER DR/DUNCAN ST/RED ROCK WAY,SF,94131.0,B06,26,8167,3,3,3,False,Alarm,1,CHIEF,1.0,6.0,8.0,Noe Valley,122050356-B08,POINT (-122.443375 37.7459),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22.0
100060145,E28,10001827,Medical Incident,01/06/2010,01/06/2010,01/06/2010 11:20:53 AM,01/06/2010 11:22:33 AM,01/06/2010 11:22:42 AM,01/06/2010 11:23:03 AM,01/06/2010 11:24:16 AM,,,Other,01/06/2010 11:26:55 AM,BAY ST/TAYLOR ST,SF,94133.0,B01,28,1425,3,3,3,False,,1,ENGINE,1.0,1.0,3.0,North Beach,100060145-E28,POINT (-122.415245 37.805416),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,23.0
180320913,65,18013453,Medical Incident,02/01/2018,02/01/2018,02/01/2018 08:39:28 AM,02/01/2018 08:39:28 AM,02/01/2018 08:44:19 AM,02/01/2018 08:44:22 AM,,,,Patient Declined Transport,02/01/2018 08:49:31 AM,GEARY ST/HYDE ST,San Francisco,94109.0,B04,3,1556,A,2,2,True,Non Life-threatening,1,MEDIC,3.0,4.0,6.0,Tenderloin,180320913-65,POINT (-122.41645 37.786312),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
163160621,E23,16126004,Medical Incident,11/11/2016,11/10/2016,11/11/2016 07:13:31 AM,11/11/2016 07:16:39 AM,11/11/2016 07:17:06 AM,11/11/2016 07:18:55 AM,11/11/2016 07:21:19 AM,,,Code 2 Transport,11/11/2016 07:31:38 AM,39TH AVE/KIRKHAM ST,San Francisco,94122.0,B08,23.0,7625,2,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,163160621-E23,POINT (-122.49829 37.75889),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35.0
131060115,T12,13035581,Structure Fire / Smoke in Building,04/16/2013,04/16/2013,04/16/2013 10:03:37 AM,04/16/2013 10:03:38 AM,04/16/2013 10:03:43 AM,04/16/2013 10:04:09 AM,,,,Other,04/16/2013 10:07:14 AM,09TH AVE/LINCOLN WAY,SF,94122.0,B08,22.0,7333.0,3,3,3,False,Alarm,1,TRUCK,2.0,7.0,5.0,Inner Sunset,131060115-T12,POINT (-122.466446 37.765926),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14.0
241331140,B01,24065893,Odor (Strange / Unknown),05/12/2024,05/12/2024,05/12/2024 12:22:19 PM,05/12/2024 12:23:48 PM,05/12/2024 12:24:03 PM,05/12/2024 12:24:18 PM,,,,Other,05/12/2024 12:32:52 PM,BUSH ST/TAYLOR ST,San Francisco,94108.0,B01,41,1446,3,3,3,False,Alarm,1,CHIEF,4.0,1.0,3.0,Nob Hill,241331140-B01,POINT (-122.412075868 37.789739907),05/13/2024 03:19:29 AM,06/03/2024 03:14:44 PM,21.0
162910626,E05,16115645,Medical Incident,10/17/2016,10/16/2016,10/17/2016 07:10:49 AM,10/17/2016 07:13:42 AM,10/17/2016 07:14:14 AM,10/17/2016 07:14:58 AM,,,,Patient Declined Transport,10/17/2016 07:28:12 AM,ELLIS ST/LAGUNA ST,San Francisco,94109.0,B04,5.0,3365.0,2,2,2,True,Non Life-threatening,1,ENGINE,2.0,2.0,5.0,Western Addition,162910626-E05,POINT (-122.42758 37.782986),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39.0
71650084,M51,7047187,Medical Incident,06/14/2007,06/14/2007,06/14/2007 08:49:24 AM,06/14/2007 08:51:14 AM,06/14/2007 08:51:52 AM,06/14/2007 09:00:24 AM,06/14/2007 09:06:33 AM,06/14/2007 09:13:01 AM,06/14/2007 09:24:14 AM,Code 2 Transport,06/14/2007 10:00:05 AM,LAGUNA ST/IVY ST,SF,94102.0,B02,36,3413,3,3,3,True,,1,MEDIC,2.0,2.0,5.0,Hayes Valley,071650084-M51,POINT (-122.42636 37.77693),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9.0
122770436,T10,12091735,Structure Fire / Smoke in Building,10/03/2012,10/03/2012,10/03/2012 10:06:06 PM,10/03/2012 10:06:06 PM,10/03/2012 10:06:06 PM,,,,,Other,10/03/2012 10:09:27 PM,FUNSTON AVE/GEARY BLVD,SF,94118.0,B07,31.0,7146,3,3,3,False,Alarm,1,TRUCK,7.0,7.0,1.0,Inner Richmond,122770436-T10,POINT (-122.47178 37.78068),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11.0
203531420,RC1,20144428,Medical Incident,12/18/2020,12/18/2020,12/18/2020 12:59:58 PM,12/18/2020 12:59:58 PM,12/18/2020 01:00:24 PM,12/18/2020 01:02:45 PM,,,,No Merit,12/18/2020 01:03:48 PM,SUTTER ST/LARKIN ST,San Francisco,94109.0,B04,3.0,3121.0,A,3,3,True,Potentially Life-Threatening,1,RESCUE CAPTAIN,3.0,4.0,3.0,Nob Hill,203531420-RC1,POINT (-122.418465 37.787968),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21.0
220652865,84,22030263,Medical Incident,03/06/2022,03/06/2022,03/06/2022 08:41:07 PM,03/06/2022 08:42:51 PM,03/06/2022 08:43:10 PM,03/06/2022 08:43:28 PM,03/06/2022 08:51:48 PM,,,Patient Declined Transport,03/06/2022 09:33:29 PM,TAYLOR ST/EDDY ST,San Francisco,94102.0,B03,3,1453,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,3.0,6.0,Tenderloin,220652865-84,POINT (-122.41095 37.78414),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
31500125,T02,3042929,Structure Fire / Smoke in Building,05/30/2003,05/30/2003,05/30/2003 09:41:06 AM,05/30/2003 09:42:58 AM,05/30/2003 09:43:18 AM,05/30/2003 09:44:53 AM,05/30/2003 09:55:31 AM,,,Other,05/30/2003 10:12:45 AM,VAN NESS AVE/SACRAMENTO ST,SF,94109.0,B04,41,3123,3,3,3,False,,1,TRUCK,10.0,4.0,3.0,Nob Hill,031500125-T02,POINT (-122.422516 37.79129),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21.0
162330641,T09,16091684,Outside Fire,08/20/2016,08/19/2016,08/20/2016 06:04:07 AM,08/20/2016 06:04:55 AM,08/20/2016 06:10:49 AM,08/20/2016 06:13:26 AM,,,,Fire,08/20/2016 06:14:06 AM,ARELIOUS WALKER DR/INNES AVE,San Francisco,94124.0,B10,25.0,6663.0,3,3,3,False,Fire,1,TRUCK,4.0,10.0,10.0,Bayview Hunters Point,162330641-T09,POINT (-122.37389 37.730938),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
133480419,E26,13118319,Gas Leak (Natural and LP Gases),12/14/2013,12/14/2013,12/14/2013 11:33:12 PM,12/14/2013 11:34:18 PM,12/14/2013 11:34:25 PM,12/14/2013 11:35:39 PM,12/14/2013 11:41:12 PM,,,No Merit,12/14/2013 11:44:21 PM,DAY ST/CASTRO ST,SF,94131.0,B06,26,5565,3,3,3,True,Alarm,1,ENGINE,1.0,6.0,8.0,Glen Park,133480419-E26,POINT (-122.43331 37.742496),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22.0
150963011,E38,15036518,Medical Incident,04/06/2015,04/06/2015,04/06/2015 07:14:38 PM,04/06/2015 07:16:51 PM,04/06/2015 07:17:48 PM,04/06/2015 07:18:00 PM,04/06/2015 07:25:59 PM,,,Patient Declined Transport,04/06/2015 07:39:04 PM,SUTTER ST/OCTAVIA ST,San Francisco,94109.0,B04,38.0,3324.0,2,2,2,False,Non Life-threatening,1,ENGINE,1.0,4.0,5.0,Japantown,150963011-E38,POINT (-122.42667 37.786926),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30.0
212671070,SCRT2,21115776,Medical Incident,09/24/2021,09/24/2021,09/24/2021 10:14:09 AM,09/24/2021 10:17:46 AM,09/24/2021 10:28:30 AM,09/24/2021 10:28:30 AM,09/24/2021 10:53:24 AM,,,Unable to Locate,09/24/2021 11:17:40 AM,36TH AVE/YORBA ST,San Francisco,94116.0,B08,19.0,7552.0,1,1,2,False,Non Life-threatening,1,SUPPORT,1.0,8.0,4.0,Sunset/Parkside,212671070-SCRT2,POINT (-122.49341 37.734856),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35.0
213480456,67,21154003,Medical Incident,12/14/2021,12/13/2021,12/14/2021 06:48:25 AM,12/14/2021 06:49:54 AM,12/14/2021 06:50:53 AM,12/14/2021 06:51:01 AM,12/14/2021 06:56:05 AM,12/14/2021 07:23:02 AM,12/14/2021 07:31:00 AM,Code 3 Transport,12/14/2021 08:24:18 AM,17TH AVE/ULLOA ST,San Francisco,94116.0,B08,40.0,7376,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,8.0,7.0,West of Twin Peaks,213480456-67,POINT (-122.47342 37.741283),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41.0
201981235,B03,20081524,Alarms,07/16/2020,07/16/2020,07/16/2020 11:24:00 AM,07/16/2020 11:26:30 AM,07/16/2020 11:26:45 AM,07/16/2020 11:28:23 AM,,,,Fire,07/16/2020 11:34:06 AM,CALL BOX: FS TI,Treasure Isla,94130.0,B03,48.0,2931.0,3,3,3,False,Alarm,1,CHIEF,2.0,,6.0,Treasure Island,201981235-B03,POINT (-122.371537519 37.822568226),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,37.0
203530008,86,20144226,Medical Incident,12/18/2020,12/17/2020,12/18/2020 12:09:29 AM,12/18/2020 12:09:29 AM,12/18/2020 12:09:34 AM,12/18/2020 12:09:39 AM,12/18/2020 12:21:31 AM,12/18/2020 12:29:49 AM,12/18/2020 12:43:17 AM,Code 2 Transport,12/18/2020 01:28:35 AM,LOMBARD ST/SCOTT ST,San Francisco,94123.0,B04,16.0,4115.0,B,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,4.0,2.0,Marina,203530008-86,POINT (-122.44098 37.799213),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,13.0
213322246,EMS6B,21146467,Medical Incident,11/28/2021,11/28/2021,11/28/2021 04:57:41 PM,11/28/2021 05:00:19 PM,11/28/2021 06:22:54 PM,11/28/2021 06:22:59 PM,11/28/2021 06:32:47 PM,,,Code 2 Transport,11/28/2021 06:55:48 PM,COLE ST/HAIGHT ST,San Francisco,94117.0,B05,12.0,4525,3,3,3,False,Potentially Life-Threatening,1,CHIEF,3.0,5.0,5.0,Haight Ashbury,213322246-EMS6B,POINT (-122.45022 37.76959),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3.0
11770158,M32,1054879,Medical Incident,06/26/2001,06/26/2001,06/26/2001 11:09:25 AM,06/26/2001 11:13:45 AM,06/26/2001 11:14:42 AM,06/26/2001 11:16:07 AM,06/26/2001 11:28:39 AM,06/26/2001 11:47:00 AM,06/26/2001 12:06:41 PM,Other,06/26/2001 12:39:56 PM,CALL BOX: EVANS AV/MENDELL ST,SF,94124.0,B10,25,6464,1,1,2,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,011770158-M32,POINT (-122.384783448 37.740909539),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
40530206,T06,4014911,Structure Fire / Smoke in Building,02/22/2004,02/22/2004,02/22/2004 03:05:49 PM,02/22/2004 03:05:50 PM,02/22/2004 03:05:57 PM,02/22/2004 03:07:16 PM,02/22/2004 03:09:08 PM,,,Other,02/22/2004 03:09:45 PM,OCTAVIA ST/ROSE ST,SF,94102.0,B02,36,3313,3,3,3,False,,1,TRUCK,2.0,2.0,5.0,Hayes Valley,040530206-T06,POINT (-122.42401 37.773403),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9.0
232572563,T13,23123496,Alarms,09/14/2023,09/14/2023,09/14/2023 04:30:17 PM,09/14/2023 04:32:32 PM,09/14/2023 04:33:07 PM,09/14/2023 04:35:17 PM,09/14/2023 04:37:07 PM,,,Fire,09/14/2023 04:40:25 PM,MONTGOMERY ST/CALIFORNIA ST,San Francisco,94104.0,B01,13,1234,3,3,3,False,Alarm,1,TRUCK,2.0,1.0,3.0,Financial District/South Beach,232572563-T13,POINT (-122.40276 37.79285),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
193201215,59,19138247,Medical Incident,11/16/2019,11/16/2019,11/16/2019 09:51:06 AM,11/16/2019 09:52:22 AM,11/16/2019 09:52:59 AM,11/16/2019 09:53:10 AM,11/16/2019 10:09:34 AM,11/16/2019 10:30:01 AM,11/16/2019 10:37:20 AM,Code 2 Transport,11/16/2019 11:15:27 AM,JUNIPERO SERRA BLVD OFF RAMP/BROTHERHOOD WAY,San Francisco,94132.0,B08,33,8773,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,8.0,7.0,Lakeshore,193201215-59,POINT (-122.47175 37.71268),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,16.0
91110092,E08,9032824,Alarms,04/21/2009,04/21/2009,04/21/2009 08:22:07 AM,04/21/2009 08:24:03 AM,04/21/2009 08:24:12 AM,04/21/2009 08:27:34 AM,04/21/2009 08:27:36 AM,,,Other,04/21/2009 08:39:43 AM,TOWNSEND ST/06TH ST,SF,94107.0,B03,8,2236,3,3,3,False,,1,ENGINE,2.0,3.0,6.0,Mission Bay,091110092-E08,POINT (-122.39943 37.773575),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4.0
61780075,B03,6049642,Alarms,06/27/2006,06/26/2006,06/27/2006 07:31:29 AM,06/27/2006 07:32:51 AM,06/27/2006 07:34:47 AM,06/27/2006 07:36:30 AM,,,,Other,06/27/2006 07:41:09 AM,04TH ST/WELSH ST,SF,94107.0,B03,8,2217,3,3,3,False,,1,CHIEF,3.0,3.0,6.0,South of Market,061780075-B03,POINT (-122.39754 37.779133),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
213010157,64,21131898,Medical Incident,10/28/2021,10/27/2021,10/28/2021 02:24:48 AM,10/28/2021 02:26:57 AM,10/28/2021 02:27:37 AM,10/28/2021 02:27:41 AM,10/28/2021 02:41:27 AM,10/28/2021 02:41:30 AM,10/28/2021 02:43:07 AM,Code 2 Transport,10/28/2021 03:14:19 AM,SUTTER ST/KEARNY ST,San Francisco,94108.0,B01,13,1242,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,1.0,3.0,Financial District/South Beach,213010157-64,POINT (-122.40384 37.78983),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
120760297,B03,12025323,Alarms,03/16/2012,03/16/2012,03/16/2012 10:42:09 PM,03/16/2012 10:43:19 PM,03/16/2012 10:43:25 PM,03/16/2012 10:45:15 PM,03/16/2012 10:46:43 PM,,,Other,03/16/2012 10:52:43 PM,KING ST/BERRY ST,SF,94107.0,B03,8,2262,3,3,3,False,Alarm,1,CHIEF,1.0,3.0,6.0,Mission Bay,120760297-B03,POINT (-122.398506 37.771717),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4.0
241651928,E17,24081520,Outside Fire,06/13/2024,06/13/2024,06/13/2024 02:40:48 PM,06/13/2024 02:43:42 PM,06/13/2024 02:43:56 PM,06/13/2024 02:45:32 PM,,,,Other,06/13/2024 02:50:53 PM,CORONADO ST/INGERSON AVE,San Francisco,94124.0,B10,17,6642,3,3,3,True,Fire,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,241651928-E17,POINT (-122.390205026 37.717497915),06/14/2024 03:29:34 AM,06/21/2024 04:13:41 AM,1.0
210990070,52,21042830,Medical Incident,04/09/2021,04/08/2021,04/09/2021 12:44:57 AM,04/09/2021 12:47:02 AM,04/09/2021 12:48:28 AM,04/09/2021 12:49:00 AM,04/09/2021 12:56:35 AM,,,Patient Declined Transport,04/09/2021 01:59:10 AM,STEINER ST/POST ST,San Francisco,94115.0,B04,5.0,3622.0,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,4.0,5.0,Japantown,210990070-52,POINT (-122.43473 37.784943),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,15.0
222140437,E39,22098234,Medical Incident,08/02/2022,08/01/2022,08/02/2022 06:54:34 AM,08/02/2022 06:54:34 AM,08/02/2022 06:55:00 AM,08/02/2022 06:56:27 AM,08/02/2022 07:00:31 AM,,,Code 2 Transport,08/02/2022 07:17:30 AM,PARKRIDGE DR/BURNETT AVE,San Francisco,94131.0,B06,24.0,5283.0,A,3,3,True,Potentially Life-Threatening,1,ENGINE,2.0,6.0,8.0,Twin Peaks,222140437-E39,POINT (-122.44578 37.750504),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,38.0
140230115,KM04,14007804,Medical Incident,01/23/2014,01/23/2014,01/23/2014 10:11:54 AM,01/23/2014 10:13:43 AM,01/23/2014 10:14:07 AM,,,,,Other,01/23/2014 11:33:31 AM,SUTTER ST/HYDE ST,SF,94109.0,B04,3,1557,,3,3,False,Potentially Life-Threatening,1,PRIVATE,3.0,4.0,3.0,Nob Hill,140230115-KM04,POINT (-122.416824 37.788177),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21.0
243072288,B01,24152392,Alarms,11/02/2024,11/02/2024,11/02/2024 04:40:49 PM,11/02/2024 04:42:20 PM,11/02/2024 04:42:30 PM,11/02/2024 04:44:21 PM,,,,Fire,11/02/2024 05:00:48 PM,BATTERY ST/CLAY ST,San Francisco,94111.0,B01,13,1161,3,3,3,False,Alarm,1,CHIEF,3.0,1.0,3.0,Chinatown,243072288-B01,POINT (-122.400329332 37.79501315),11/03/2024 03:23:47 AM,11/10/2024 04:12:09 AM,6.0
172730489,62,17114748,Medical Incident,09/30/2017,09/29/2017,09/30/2017 04:16:40 AM,09/30/2017 04:18:48 AM,09/30/2017 04:19:00 AM,09/30/2017 04:19:11 AM,,,,Patient Declined Transport,09/30/2017 04:20:42 AM,HARRISON ST/08TH ST,San Francisco,94103.0,B03,29.0,2324.0,2,2,2,True,Non Life-threatening,1,MEDIC,2.0,2.0,6.0,South of Market,172730489-62,POINT (-122.408516 37.773758),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
163380293,E38,16134614,Traffic Collision,12/03/2016,12/02/2016,12/03/2016 02:12:29 AM,12/03/2016 02:12:29 AM,12/03/2016 02:15:36 AM,12/03/2016 02:17:50 AM,12/03/2016 02:21:14 AM,,,Unable to Locate,12/03/2016 02:24:53 AM,FILLMORE ST/LOMBARD ST,San Francisco,94123.0,B04,16.0,3461.0,2,2,2,False,Non Life-threatening,1,ENGINE,1.0,4.0,2.0,Marina,163380293-E38,POINT (-122.43604 37.799843),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,13.0
211423087,E03,21061083,Alarms,05/22/2021,05/22/2021,05/22/2021 09:39:53 PM,05/22/2021 09:42:26 PM,05/22/2021 09:42:32 PM,05/22/2021 09:43:24 PM,05/22/2021 09:45:00 PM,,,Fire,05/22/2021 09:57:04 PM,ELLIS ST/LARKIN ST,San Francisco,94109.0,B02,3.0,1555.0,3,3,3,True,Alarm,1,ENGINE,1.0,2.0,6.0,Tenderloin,211423087-E03,POINT (-122.41771 37.784237),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
141492652,T09,14051272,Alarms,05/29/2014,05/29/2014,05/29/2014 05:23:48 PM,05/29/2014 05:26:22 PM,05/29/2014 05:26:31 PM,05/29/2014 05:28:38 PM,05/29/2014 05:32:38 PM,,,Other,05/29/2014 05:34:36 PM,ALABAMA ST/19TH ST,San Francisco,94110.0,B02,7,5426,3,3,3,False,Alarm,1,TRUCK,2.0,6.0,9.0,Mission,141492652-T09,POINT (-122.41193 37.76037),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
160903713,52,16035883,Medical Incident,03/30/2016,03/30/2016,03/30/2016 09:00:14 PM,03/30/2016 09:01:48 PM,03/30/2016 09:02:25 PM,03/30/2016 09:02:33 PM,03/30/2016 09:08:18 PM,03/30/2016 09:20:26 PM,03/30/2016 09:37:09 PM,Code 2 Transport,03/30/2016 09:56:51 PM,EDDY ST/MASON ST,San Francisco,94102.0,B03,1,1366,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,3.0,6.0,Tenderloin,160903713-52,POINT (-122.40931 37.784348),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
21280406,M07,2037977,Medical Incident,05/08/2002,05/08/2002,05/08/2002 08:47:11 PM,05/08/2002 08:49:27 PM,05/08/2002 08:49:37 PM,05/08/2002 08:50:28 PM,05/08/2002 08:53:26 PM,05/08/2002 08:55:05 PM,05/08/2002 09:02:53 PM,Other,05/08/2002 09:18:23 PM,VALENCIA ST/19TH ST,SF,94110.0,B06,7,5434,1,1,2,True,,1,MEDIC,1.0,6.0,8.0,Mission,021280406-M07,POINT (-122.421425 37.7601),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
81430249,86,8044119,Medical Incident,05/22/2008,05/22/2008,05/22/2008 01:12:43 PM,05/22/2008 01:14:50 PM,05/22/2008 01:17:45 PM,05/22/2008 01:18:11 PM,05/22/2008 01:38:28 PM,05/22/2008 01:57:00 PM,05/22/2008 02:30:42 PM,Code 2 Transport,05/22/2008 02:51:59 PM,STEUART ST/MARKET ST,SF,94105.0,B01,13,1112,1,1,2,True,,1,MEDIC,1.0,1.0,3.0,Financial District/South Beach,081430249-86,POINT (-122.394745 37.79448),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
120820366,E03,12027383,Medical Incident,03/22/2012,03/22/2012,03/22/2012 09:22:41 PM,03/22/2012 09:23:22 PM,03/22/2012 09:23:43 PM,03/22/2012 09:25:27 PM,03/22/2012 09:26:44 PM,,,Other,03/22/2012 10:28:03 PM,MYRTLE ST/LARKIN ST,SF,94109.0,B04,3,3116,3,3,3,True,Potentially Life-Threatening,1,ENGINE,2.0,4.0,6.0,Tenderloin,120820366-E03,POINT (-122.418 37.78564),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
33180263,E09,3091383,Alarms,11/14/2003,11/14/2003,11/14/2003 04:57:25 PM,11/14/2003 04:59:38 PM,11/14/2003 05:00:23 PM,11/14/2003 05:02:11 PM,11/14/2003 05:06:49 PM,,,Other,11/14/2003 05:06:52 PM,03RD ST/NEWHALL ST,SF,94124.0,B10,25,6467,3,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,033180263-E09,POINT (-122.389114 37.739113),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
